,id,created_at,user_location,text,subkeywords
1755,1235152391038590976,Wed Mar 04 10:37:32 +0000 2020,"Manly, Australia","For the lay person who wants to understand how markets work.

The toilet paper gold rush is a great example of #Behavioural #Economics in action
#CoronaVirus https://t.co/UxM5GDTJSS","['corona', 'coronavirus']"
1763,1249019369511882753,Sat Apr 11 16:59:58 +0000 2020,"Boston, MA","Kudos to @jayvanbavel &amp; colleagues for this paper filled with pandemic-relevant behavioral science, much of it already being digested in the media. The @affectivescilab, which I co-direct, would like to offer a friendly amendment. /1 https://t.co/FocDhHAYtO",['pandemic']
1787,1258003746090561538,Wed May 06 12:00:40 +0000 2020,"Bahía Blanca, Argentina",Call for Papers: JBEP Special Issues BEHAVIOURAL ECONOMIC POLICY FOR THE COVID-19 ERA https://t.co/OrKx07EJLm,"['covid', 'covid-19']"
1788,1263011058697949188,Wed May 20 07:37:56 +0000 2020,"New Delhi, India","Have you signed up for this yet? Join hosts @nayantaran and @ameyann in our next #PROTOcall as they speak to @Sanna_B_P, @Neurophysik and @poliohunt on how journalists can battle #misinformation about #COVID19 beyond just doing factchecks. Sign up at https://t.co/8jVLADWSMb https://t.co/wqML6A0wOt","['covid', 'covid19']"
1791,1238427387899138050,Fri Mar 13 11:31:12 +0000 2020,,It’s now official. The UK @BorisJohnson @10DowningStreet @MattHancock never intended to fight #Covid_19 but to take it on the chin and kill 100 000 people. https://t.co/eDjbGSZb9z,['covid']
1806,1238013997816909825,Thu Mar 12 08:08:32 +0000 2020,"London, England",Dear everyone ... the best thread on dealing with #COVID19 #CoronaVirusUpdate #COVID #CancelEverything  #localism #fatTail @nntaleb https://t.co/9kjNqFb3Vh,"['corona', 'coronavirus', 'covid', 'covid19']"
1808,1237124694844866560,Mon Mar 09 21:14:46 +0000 2020,"Pittsburgh, PA","“One final lesson that the response to coronavirus teaches is that people can still work together to do the right thing. We need hope, and trust in each other, to tackle the climate crisis. Perhaps, counter-intuitively, coronavirus will help us with this.” https://t.co/3bEpQ3m8Mf","['corona', 'coronavirus']"
1813,1265424124375183361,Tue May 26 23:26:36 +0000 2020,São Paulo,Ashamed that the great professor @1969ajo rightly put 🇧🇷  as a prime example of a denial-based (lack of) strategy in dealing with #COVID19 in his terrific piece about the behavioural side of the pandemic https://t.co/ykoBxCiFvB,"['pandemic', 'covid', 'covid19']"
1823,1266066790548897792,Thu May 28 18:00:19 +0000 2020,,"#DailyBriefings #scientistsgagged #nofollowupquestions #notmovingon #cummings #Deaths #Covid_19 #coronavirus
From now on could the journalists &amp; public keep asking questions about the Cummings incidence in relation to the science as many ways as possible https://t.co/3qX8e2Nk97","['corona', 'coronavirus', 'covid']"
1842,1238110948012982281,Thu Mar 12 14:33:47 +0000 2020,"London, England","Simple, logical actions can prove to be very effective against Covid-19. https://t.co/1PcYAFV67z","['covid', 'covid-19']"
1879,1235102474865799173,Wed Mar 04 07:19:11 +0000 2020,"Bristol, England","Interesting article about beginning to cultivate the capability, opportunity and motivation to change everyday behaviour in response to #Covid_19 https://t.co/o9Eaf5EKqo",['covid']
1880,1250494509877788674,Wed Apr 15 18:41:38 +0000 2020,Johannesburg - South Africa,I agree scenario planning is what we do in #PR as a non negotiable. However with #COVID19 even through the uncertainty pivoting online and having a digital presence for #SME's is crtical. Do you agree. Building a customer profile is imp thank you #ECafrica #IstaySpeakAfrica https://t.co/wM4nuaUYMi,"['covid', 'covid19']"
1896,1243446408293859328,Fri Mar 27 07:55:00 +0000 2020,,If the #police go over the top more people will die from mental illness from been shut indoors than the virus itself. All people need to act with commonsense and reasonably police included #COVID19 https://t.co/6WUx1EP0kO,"['covid', 'covid19']"
1905,1238420816041304064,Fri Mar 13 11:05:05 +0000 2020,"Tobermory, Inner Herbides, United Kingdom Region, European Union, Afro-Eurasian supercontinent, Planet Earth","There will soon be a shortage of cocoons ...

#covid19
#coronavirus 
#coronavirusuk

https://t.co/LvSiCxg6mr","['corona', 'coronavirus', 'covid', 'covid19']"
1936,1244929122079592448,Tue Mar 31 10:06:47 +0000 2020,"Mirfield, UK",Public event from Kings College London - 2nd April. Evidence based #advice advice on staying health during #covid19 https://t.co/GuxMqeI5tn,"['covid', 'covid19']"
1942,1258654679476682752,Fri May 08 07:07:14 +0000 2020,India,"@BPSOfficial Webinar on understanding the new normal in the post covid19 world is available on @YouTube #covid19mentalhealth

https://t.co/xKnWuP4UIj","['covid', 'covid19']"
1947,1236936834485231616,Mon Mar 09 08:48:17 +0000 2020,London,"Formulating Corona, the IAPT version 😂😂😂 https://t.co/z46EnR9hDF",['corona']
1949,1250716223131783168,Thu Apr 16 09:22:39 +0000 2020,Suffolk,"This is a very good overview of the British government’s many failings with regard to #COVID19. The paragraph I’ve picked out highlights only one of many lamentable decisions.
https://t.co/1pOPzv0h5Q https://t.co/m1fWLJcz4f","['covid', 'covid19']"
1951,1243444953604382720,Fri Mar 27 07:49:13 +0000 2020,,"WOW!😲👇BUT If you elect a bunch of untrustworthy charlatans, rigging elections by psych-ops behavioural manipulation - then what do you expect!?😷😭#CoronaVillains #NotMyPM #coronavirusuk @richardhorton1 @bbcquestiontime @adamboultonSKY @SkyPolitics @C4Dispatches @Channel4News https://t.co/TxJCJXGZR4","['corona', 'coronavirus']"
1954,1266309618285887488,Fri May 29 10:05:14 +0000 2020,,"UK Government continue to piss all over their own vital public health message &amp; burn up the public's trust over #COVID19.

Meanwhile Sage committee member challenges Johnson's decision to block valid scientific questions about the effects on public behaviour.

#BorisJohnsonMustGo https://t.co/CX8KlibAVn","['covid', 'covid19']"
1959,1250493877108248578,Wed Apr 15 18:39:08 +0000 2020,Johannesburg - South Africa,Mining Data is no longer a swear word I think for countries like SA the Data coming out of #COVID19 is critical to build capacity and channel resources to under services communities. To survive the pandemic strategically using the data to fix will solve problems #ECafrica https://t.co/wM4nuaUYMi,"['pandemic', 'covid', 'covid19']"
1960,1252635049138282498,Tue Apr 21 16:27:23 +0000 2020,United Kingdom,"Sounds right with ref to #Covid19, see article by .@DrAseemMalhotra https://t.co/xV9S3OYcB9
and
Family weight management: changing behaviour techniques
https://t.co/GXvrVVlzGj https://t.co/MbDuMEh4kL","['covid', 'covid19']"
1963,1238492291343450113,Fri Mar 13 15:49:06 +0000 2020,Somewhere near Ireland,Very cool and important paper from @ESRIDublin on behavioural tools to combat #COVID19 🙌🏽 https://t.co/CjMvjg5rsj,"['covid', 'covid19']"
1965,1250492606083223553,Wed Apr 15 18:34:04 +0000 2020,Washington DC,EXACTLY what I've been saying. #pandemicfatigue #perceivedrisk #socialandbehaviorchange #BehavioralScience https://t.co/JjMV2HaZMB,['pandemic']
1968,1258959227495776257,Sat May 09 03:17:24 +0000 2020,Sri Lanka,How *confirmation bias* may cause us to stigmatize some groups of people ——&gt; and why that will backfire in this pandemic. https://t.co/4judyX2GiU,['pandemic']
1969,1243899435991654400,Sat Mar 28 13:55:10 +0000 2020,,So glad I’ve subscribed to @BylineTimes  great stories - why aren’t MSM doing this kind of thing #coronavirus https://t.co/hUQFtrpaXr,"['corona', 'coronavirus']"
1982,1237710010584530945,Wed Mar 11 12:00:36 +0000 2020,Maghull,"What’s this, privatisation of the #coronavirus response by the UK government? Dogma over public health. Scary stuff! https://t.co/TxlxS9N9MT","['corona', 'coronavirus']"
1991,1259453104027828224,Sun May 10 11:59:54 +0000 2020,"Wales, United Kingdom",This is how I saw the new design too #COVID19 #StayHomeSaveLives https://t.co/uPv5gEWTvH,"['covid', 'covid19']"
1996,1259822743433945088,Mon May 11 12:28:43 +0000 2020,"Londonderry, Northern Ireland",The Enemy Within.  #BarCouncil #LordSainsbury #CivilService #coronavirus #BorisJohnson #Rothschild #BillGates https://t.co/kRrQ72PBaC,"['corona', 'coronavirus']"
2010,1259421149160771585,Sun May 10 09:52:55 +0000 2020,"London, England","This coming Tuesday at 18h BST #AskAScientistLIVE will return with the second episode on Climate&amp;Ecoogical Emergency vs COVID-19. Follow it live 👉 @ScientistsX
@ExtinctionR
@XRHackney

#COVID19 #EcologicalCrisis #ClimateEmergency #coronavirus https://t.co/577xA0foGs","['corona', 'coronavirus', 'covid', 'covid-19', 'covid19']"
2018,1247815841543892994,Wed Apr 08 09:17:34 +0000 2020,"Queensland, Australia",Social identity management is as key to managing #COVID19 as biomedical management. Great piece by @ReynKJ https://t.co/Dt51ZXUa3g,"['covid', 'covid19']"
2021,1238107501628985344,Thu Mar 12 14:20:05 +0000 2020,,What is it about this government that they want to inflict untested policies onto the #UK #Brexitshambles #COVID19 https://t.co/Mb3Ba4fiA6,"['covid', 'covid19']"
2026,1238805965249617920,Sat Mar 14 12:35:32 +0000 2020,"London, England",Interesting. Links to piece looking at the assumptions behind UK policy towards #coronavirus https://t.co/xkXomH7O6k,"['corona', 'coronavirus']"
2029,1264561928069840896,Sun May 24 14:20:32 +0000 2020,Stuck in traffic ,Follow the link for #CPNI ‘s well developed #COVID19 return to work campaign. Their constituency includes businesses with a #ZeroHarm safety culture. Taking a punt that this quickly becomes #BestPractice #RT @securityspeak cc @SyInstitute @IOSH_tweets @The_IoD @CBItweets @the_brc https://t.co/ynMAUnFypw,"['covid', 'covid19']"
2030,1242469610957529090,Tue Mar 24 15:13:33 +0000 2020,"Evanston, IL","I'm honored to be a part of this effort and this research team. Kudos to @JayVanBavel and @RobbWiller for making it happen.

I believe this paper can make a real difference in helping society respond to #COVID19, what may be a once-a-century-level plague. https://t.co/Opr7EcstHn","['covid', 'covid19']"
2031,1254767986964959233,Mon Apr 27 13:42:55 +0000 2020,London,"If many may suffer the type of symptoms of ME, you need to review those guidelines urgently as they are based on lousy science.on't apply them to people with COVID19, and don't, for that matter, apply them to anyone with PVFS/ME. Otherwise it'll be best not to listen to the BPS. https://t.co/5nqxRMKKQU","['covid', 'covid19']"
2034,1244902779384037376,Tue Mar 31 08:22:06 +0000 2020,"New Delhi, India",Looking forward to an engaging and revealing discussion- the time to act is now. #covid19 #covidindia https://t.co/rIEsTnLxWQ,"['covid', 'covid19']"
2055,1259426124150517760,Sun May 10 10:12:41 +0000 2020,"Dublin City, Ireland",Avoid hindsight bias (second guessing early decisions too harshly) and neglect of competing risk (like non #COVID19 medical problems) are some of the pitfalls worth remembering now our #COVID19ireland numbers are improving @UCDMedicine @otuathail @knutmoe https://t.co/fqY7ZaLwof,"['covid', 'covid19']"
2060,1264618258642145282,Sun May 24 18:04:22 +0000 2020,"Kent, UK","And this is my biggest #covid19 concern currently.

After hearing Johnson's remarks on Cummings this afternoon my natural inclination is to say stuff it and see who I want to, when I want to, but I can't help thinking that this must be what they actually want... 1/ https://t.co/l7hO9GAsvf","['covid', 'covid19']"
2064,1237394596419612676,Tue Mar 10 15:07:16 +0000 2020,"London, England",Thanks @digitaldoughnut for highlighting the peer support community for event organisers #CREO - if you are an event organiser impacted by Coronavirus (COVID-19) please do come and join &gt;200 supportive members. #eventprof https://t.co/VBH01eAKz0,"['corona', 'coronavirus', 'covid', 'covid-19']"
2078,1251955805634670592,Sun Apr 19 19:28:18 +0000 2020,UK,I’ve co-authored 5 @bmj_latest #COVID19 pieces since which might interest you. https://t.co/SJFPZMlxyC,"['covid', 'covid19']"
2112,1239207273228054530,Sun Mar 15 15:10:11 +0000 2020,He/Him,"Important thread in amongst all of this...
It's hard to trust our government. More drastic action could slow COVID19 and give time to deliberate on appropriate strategy
But we should appreciate our nativities and how difficult it must be to amalgamate so many areas of expertise https://t.co/gARXiWG3gC","['covid', 'covid19']"
2114,1259492183398404097,Sun May 10 14:35:11 +0000 2020,"London, England",I've just noticed that the newer version has no HM Government or NHS logo! This is very interesting (and deliberate?) 🤔 #COVIDIOTS #coronavirus #stayingalert #StayAtHomeSaveLives https://t.co/dmg9LPCTSr,"['corona', 'coronavirus', 'covid']"
2125,1259492795917766658,Sun May 10 14:37:37 +0000 2020,London,Stay ALERT ignore government stay home save lives #COVID19 https://t.co/ZTeUcC2U3j,"['covid', 'covid19']"
2129,1238369674842210307,Fri Mar 13 07:41:52 +0000 2020,UK,#behaviour is considered within a complex system of social and cultural influences. Which is why there is more than mathematical modelling of behs responsible for #coronavirus that is taken into account in delay strategies https://t.co/XO7Bz1T2OJ,"['corona', 'coronavirus']"
2145,1239588622573191170,Mon Mar 16 16:25:32 +0000 2020,"Madrid, España",#coronavirus. Specially the English. https://t.co/S3usMmnGGh,"['corona', 'coronavirus']"
2151,1238253349163667457,Thu Mar 12 23:59:38 +0000 2020,UK,The fact that this has been mooted as possible future strategy means many people are avoiding such events. Graded approach &amp; timing is all re. public support &amp; flattening the #coronavirus curve https://t.co/g2qBdF6m2C,"['corona', 'coronavirus']"
2169,1238381225343098880,Fri Mar 13 08:27:46 +0000 2020,,"This is not a ""government science adviser"" or even a medical doctor or epidemiologist but Johnson's head of psy-ops seriously suggesting plan is to let most of population catch #COVID19 - hence no ban on large gatherings - &amp; cocoon vulnerable in hope virus doesn't mutate https://t.co/6tTQZ788Rn","['covid', 'covid19']"
2172,1247959728522530816,Wed Apr 08 18:49:19 +0000 2020,"Stanford, CA",Our paper on the importance of social and behavioral science in the era of #COVID19 was just accepted into Nature Human Behavior! So grateful to have played a small part in this awesome collaboration. https://t.co/91mdEiQ4Dc,"['covid', 'covid19']"
2191,1243807108639981568,Sat Mar 28 07:48:18 +0000 2020,"Reading, England","One of biggest factors in #behaviour #change is #rolemodelling 👇🏻clip says FU #SocialDistanacing &amp; to cap it all passes pen, just used, back 🤦‍♀️seriously 🤷‍♀️ #CoronaLockdown #CoronaUpdate #coronavirus #COVID19 come on @realDonaldTrump take it seriously use #publichealth advice !! https://t.co/48gUyYcLRy","['corona', 'coronavirus', 'covid', 'covid19']"
2199,1238044118401646592,Thu Mar 12 10:08:14 +0000 2020,New Jersey,.@AriDavidPaul is #COVID19 still on par with the singularity in terms of imminent risk? https://t.co/YhEn0UdWNA,"['covid', 'covid19']"
2200,1251805468126781440,Sun Apr 19 09:30:55 +0000 2020,Jerusalem • Los Angeles,Excellent guidance for those creating #healthcomm around behavior change. Plus a cute COMBAT COVID acronym that lists the specific preventive behaviors. https://t.co/nJJAMi5HT3,['covid']
2214,1250061864026988545,Tue Apr 14 14:02:28 +0000 2020,London,"""Population behaviour will determine the pandemic trajectory of Covid-19, just as it did for HIV"" https://t.co/Z7Prc2lCcb","['pandemic', 'covid', 'covid-19']"
2228,1258291323074945024,Thu May 07 07:03:24 +0000 2020,London UK,"#Season4 #COVID19
Messaging https://t.co/jRYOsbCTGy","['covid', 'covid19']"
2231,1251436385095073793,Sat Apr 18 09:04:19 +0000 2020,Yorkshire and London,"Lest we forget. This was government policy.

The UK government listened to snake oil salesmen, not actual science. 

And now we're in a #coronavirus mess of our own making... https://t.co/wPnJnE6vWv","['corona', 'coronavirus']"
2249,1241115803623329792,Fri Mar 20 21:34:01 +0000 2020,"Paris, France",Great article from my colleague and friend about what BeSci can and can not do against #coronavirus https://t.co/jGeBEz5bXL,"['corona', 'coronavirus']"
2252,1238887160922681345,Sat Mar 14 17:58:11 +0000 2020,Switzerland,@JHowellUK please explain why schools in your constituency ARE DUE TO OPEN AS NORMAL on Monday - this is frightening @henleyherald @henleystandard #COVID19 #eugenics @LeadHenley https://t.co/MzIEZjYwjV,"['covid', 'covid19']"
2256,1251074514567430144,Fri Apr 17 09:06:22 +0000 2020,Kent,"These are the ""scientists"" the goverment has been listening to.
How to get away with a cull and ensure media present it as incompetence, at worst.
Never has social Darwinianism been so easy
#COVID19 https://t.co/Oe8QA9yn8S","['covid', 'covid19']"
2279,1261228197544448001,Fri May 15 09:33:29 +0000 2020,,@Divya_dna @sidbshrestha @carwheeler @biasshubho health and hygiene in the times of #Covid_19 and beyond. Tune in as we begin now. https://t.co/wOLfCIsyDF,['covid']
2280,1255431237075951620,Wed Apr 29 09:38:26 +0000 2020,"Bethesda, MD","Boosting @robertjwest's inquiry about #coronavirus xmission pathways to #IDepi #epitwitter @bethlinas @eliowa.

Thank you! https://t.co/MmULYiPjF5","['corona', 'coronavirus']"
2327,1264834026893979648,Mon May 25 08:21:46 +0000 2020,"Shrewsbury, England",It is clear now that the PM is putting his personal survival and loyalties above that of the country and all those individuals that still remain vulnerable to #coronavirus https://t.co/f9FTCzovHM,"['corona', 'coronavirus']"
2330,1238775562321170432,Sat Mar 14 10:34:44 +0000 2020,Sheffield,Any of my virologist or epidemiologist friends care to comment on this? My admittedly non-expert view is that the UK #COVID19 response is batshit but maybe I'm missing something https://t.co/4X6C1bmrEi,"['covid', 'covid19']"
2342,1245288323461103617,Wed Apr 01 09:54:07 +0000 2020,"Oxford, England","'It is much more effective to highlight positive behaviour or ask people to do the right thing.’ Dr Kate Orkin, @UniofOxford, on behavioural #economics during #COVID19  https://t.co/yIaWSkNQFu","['covid', 'covid19']"
2348,1254899429427027979,Mon Apr 27 22:25:13 +0000 2020,"San Antonio, TX","We suggest following the @AmerDentalAssn for guidance, following your state to ensure you’re meeting regulations, and checking out our resource center on #teledentistry for #COVID19: https://t.co/gA0K6GttM1 https://t.co/ogNlNrj5ix","['covid', 'covid19']"
2350,1264801771672662016,Mon May 25 06:13:35 +0000 2020,"Monterey Bay, CA","Boris trashed them. 
They want US to read this. 

UK Government's Chief Scientific Adviser, the Chief Medical Officer, and DOZENS more on the ""Scientific Advisory Group for Emergencies"" have published their #COVID19 response: https://t.co/rY8xcbyFhU

Also: https://t.co/7s5v7ynwUY https://t.co/HAg2ybJM4J","['covid', 'covid19']"
2362,1256565395928092672,Sat May 02 12:45:10 +0000 2020,,Ask leaders to make #BehavioralScience core #education RT @ScalarHumanity: RT @billsavedoff: Using #BehavioralScience to combat #COVID19 - webinar will be in English w/Spanish translation. https://t.co/YmcASmoZYE,"['covid', 'covid19']"
2381,1238254865039720449,Fri Mar 13 00:05:40 +0000 2020,UK,Absolutely. Plus need to time the measures that demand most sacrifice to have maximum buy-in when most needed - to delay &amp; flatten the #coronavirus peak https://t.co/Qm5WTCVvC9,"['corona', 'coronavirus']"
2382,1239731066958688257,Tue Mar 17 01:51:34 +0000 2020,"London, England","The UK's response to COVID 19 illustrates the critical need for the clear and transparent communication of science, especially during times of crisis. If you profess to be making evidence based decisions, you must be prepared to share your evidence and explain its use @PY1105 https://t.co/ibQ0L0lZCy",['covid']
2392,1236069131595608064,Fri Mar 06 23:20:20 +0000 2020,"Auckland, New Zealand","Good #coronavirus advice here 👇 

What you CAN do
1. Learn to wash your hands really well and teach your kids -20 sec scrub every surface

2. Touch your face less - work on keeping your hands below your shoulders - it’s easier to DO something than to not do something https://t.co/xRdVmbGFqZ","['corona', 'coronavirus']"
2393,1238424178165940224,Fri Mar 13 11:18:27 +0000 2020,"Bath, Somerset","#Nastiz in govt will wait until #Covid19uk peaks as peeps will accept only limited 'social distancing'?

Then do it NOW, BEFORE #Covid_19uk peaks. Once peaked, infections are, de facto, declining

Do nowt and a bigger peak will extend the curfew, as infected stay home or die https://t.co/ZHb3Yre0Zp https://t.co/mUQOM6TMby","['covid', 'covid19']"
2396,1258148257324285957,Wed May 06 21:34:54 +0000 2020,"Lancashire, UK & Global","New online study by UCL and CRUK on vaping, smoking and other health behaviours during the #COVID19 #pandemic 
https://t.co/UKy7EelDbG #behaviour #change #smoking #tobacco 
#vaping #diet #study #health #publichealth 
@CRUKLungCentre","['pandemic', 'covid', 'covid19']"
2411,1257358102934020099,Mon May 04 17:15:06 +0000 2020,,Join these and follow-up in how to heal during/after #COVID19 https://t.co/Ga9tfoZxN3,"['covid', 'covid19']"
2413,1238371757335207936,Fri Mar 13 07:50:09 +0000 2020,"Levenshulme, Manchester","Isn't this the branch of 'science' that's usually more interested in pumping the smell of freshly-baked bread into supermarkets to get us to buy more?

#NotAllScienceAdvisorsAreEquallyQualifiedToDealWithAPandemic https://t.co/UsR0YG6r57",['pandemic']
2429,1249702667254972416,Mon Apr 13 14:15:08 +0000 2020,Brighton UK and Bayonne France,"""The UK accelerated the next phase of its strategy in response to forecasts from Imperial College."" Sweden, also pursuing phased response with eye on long-term, epidemiologists expressed surprise at UK response to a non peer-reviewed “pessimistic”report.
Rational voice #COVID19 https://t.co/HkiDxBQhay","['covid', 'covid19']"
2436,1243929711123877888,Sat Mar 28 15:55:28 +0000 2020,,"Very interesting thread(&amp;I agree with it)on UKgov's 'real' strategy on #Covid19 (which is -no surprise- to heavily prioritise economy over core public health).
I only take issue with how #flatteningthecurve is treated here.
NB: it IS a good strategy that UKgov uses MISLEADINGLY! https://t.co/MRve73ZWsW","['covid', 'covid19']"
2437,1265565883218432003,Wed May 27 08:49:54 +0000 2020,In Your Head,"This tweet makes you see the truth that Boris Johnson has well &amp; truly Fxxked Us Over! For Govt/PM to NOT listen to the Medical &amp; scientific information/Advice on offer to them is simply Unforgivable!  

#BonkersBoJo #CunningCummings #CummingsSaga #COVID19 #cummnings #COVIDIOT https://t.co/TuXlSqWlH8","['covid', 'covid19']"
2454,1256563241511198721,Sat May 02 12:36:37 +0000 2020,"Washington, DC",Using #BehavioralScience to combat #COVID19 - webinar will be in English w/Spanish translation. https://t.co/l3rsfX347G,"['covid', 'covid19']"
2467,1238376866760871936,Fri Mar 13 08:10:27 +0000 2020,,"Nobody has the right answer to fight #coronavirus, but we have to trust that the measures taken by experts in our context/country are the best and most suitable. If we lose trust, then we have a problem. #COVID19BE #collectiveeffort https://t.co/JVuqIgSQRn","['corona', 'coronavirus', 'covid', 'covid19']"
2477,1261206109198696450,Fri May 15 08:05:43 +0000 2020,"London, England",In the absence of a vaccine or pharmaceutical treatment for #COVID19 - all measures are #behavioural - see our @FIP_org webinar on the role of #BehavioralScience in our #pandemic response https://t.co/T44KH13nv3,"['pandemic', 'covid', 'covid19']"
2484,1266718551727124480,Sat May 30 13:10:11 +0000 2020,"New Forest, England","Important (US) study on willingness to take @COVID19 tests. Those most at risk of spreading are willing, despite cost risks of isolation @Dannythefink @MattHancock #TestandTrace  #NHS https://t.co/IM64XnLkyD","['covid', 'covid19']"
2515,1253506520467206145,Fri Apr 24 02:10:18 +0000 2020,Sydney and Adelaide,"Colin Jowell of @kpmgaustralia breaks down in @bandt how #behavioural #science can help organisations plan for a post #COVID19 future 
https://t.co/CO2xIoQUS1 via @bandt","['covid', 'covid19']"
2517,1239164121741918209,Sun Mar 15 12:18:43 +0000 2020,,"What times. Sainsbury chief far more statesman-like than our part time prime minister.
#coronaUK #coronavirus https://t.co/Dw0jeUjgTW","['corona', 'coronavirus']"
2519,1237867109536763907,Wed Mar 11 22:24:52 +0000 2020,,Fantastic concise advice that makes so much sense! #impsci #COVID19 https://t.co/VSPie6Alss,"['covid', 'covid19']"
2529,1251083271703801856,Fri Apr 17 09:41:10 +0000 2020,a Canadian in NYC,"Since the #covid19 #coronavirus pandemic increases *much* more quickly than #HIV ever did, can responses based on these lessons be developed at lightning speed? https://t.co/WBexNleZYi","['pandemic', 'corona', 'coronavirus', 'covid', 'covid19']"
2534,1237886756575313920,Wed Mar 11 23:42:56 +0000 2020,,"The thought struck me in the car this morning that our whole response is being dictated by psy-ops rather than sci-ops.

Nice to have my conspiracy theories confirmed from time to time.

#coronavirus https://t.co/5i0zvLsC23","['corona', 'coronavirus']"
2542,1255589082484236289,Wed Apr 29 20:05:39 +0000 2020,"Ames, IA",Excellent resource on behavioral science-supported measures to stay safe during COVID-19 pandemic! @BehavioralMed https://t.co/G3lBLf7BUd,"['pandemic', 'covid', 'covid-19']"
2545,1260890307572363270,Thu May 14 11:10:50 +0000 2020,India,Thanks Madhavan @aanondo  @anthonyhlopez @LloydMathias @rubenchhetri  @tota_raam @rajivmmalhotra @vishykaka #Humourthevirus #StayHomeStaySafe #WeAreInThisTogether  #COVID19 @CovidIndiaSeva @MoHFW_INDIA @drharshvardhan @ArvindKejriwal @narendramodi @amitabhk87 @ndcnn @PRaoSundarji https://t.co/O84J70KV7t,"['covid', 'covid19']"
2572,1237002541906395136,Mon Mar 09 13:09:23 +0000 2020,"England, United Kingdom",Have you managed to listen to the new RWBS podcast special about #coronavirus? It's only 20 minutes long and includes useful practical tips https://t.co/OxvcsKE5HF,"['corona', 'coronavirus']"
2574,1259394166087393281,Sun May 10 08:05:42 +0000 2020,,Worrying if what is suggested here about evidence base is true. Sounds similar to the failed rationale behind enhanced interrogation at Gitmo. #Coronavirusuk https://t.co/t7n23f8cLA,"['corona', 'coronavirus']"
2588,1237884584290742275,Wed Mar 11 23:34:18 +0000 2020,"Midsomer Norton, England",Going to use the poster to visually show how to block transmission of virus #coronavirus https://t.co/PLlNNquB77,"['corona', 'coronavirus']"
2591,1234941132364271617,Tue Mar 03 20:38:04 +0000 2020,"Whitstable, Kent, UK","See so much of this in the current #coronavirus debate. Systems thinkers - mostly crypto followers - seem to get it. Medical community that I follow really doesn’t. Unfortunately, the world is taking risk mgt advice from medics. Mechanics aren’t car insurance actuaries. https://t.co/V988gbHDtk","['corona', 'coronavirus']"
2594,1251084758316130304,Fri Apr 17 09:47:05 +0000 2020,U,"""A severe COVID-19 epidemic in low-income and middle-income countries (LMICs) with weak health systems is a sobering prospect. In many ways, the history of HIV prevention is of a failure of global health. [...] But critical lessons have been learnt: three stand out."" https://t.co/dXHmRE9cTC","['epidemic', 'covid', 'covid-19']"
2598,1246770128659845184,Sun Apr 05 12:02:17 +0000 2020,"Halifax, Nova Scotia",Tips for coping with #COVID19 . We need to be deliberate in protecting our mental health. @HSF_science @HealthNS @ApnsPsych @CPA_SCP https://t.co/HF07NxMOKM,"['covid', 'covid19']"
2614,1267863623831076864,Tue Jun 02 17:00:18 +0000 2020,Nairobi,#Attitude problems are the single most intractable challenge we face in this #COVID19 war. How effectively are behaviour-change agents being involved in the combat strategy? It's a war that can't be defeated with hard science alone. #FrontRow @Akisawandera,"['covid', 'covid19']"
2617,1243817633440555009,Sat Mar 28 08:30:07 +0000 2020,,"In partnership with @DFID_UK, #Domestos &amp; @lifebuoysoap are running programmes to tackle the spread of #Covid19 through increasing access to hygiene products, a mass public awareness campaign and a hygiene behaviour-change programme. https://t.co/gp2srf2h6f https://t.co/cFTWMjF7fj","['covid', 'covid19']"
2625,1238502843784536064,Fri Mar 13 16:31:02 +0000 2020,Barnet,NEW @Ipsos analysis to help #brand owners reflect on and respond to the #COVID19 crisis &amp; its implications ⬇️ https://t.co/ghM6uH9W6I,"['covid', 'covid19']"
2631,1269823989351763973,Mon Jun 08 02:50:05 +0000 2020,,"This is an awesome article and such a clever concept of a behavioural vaccine for COVID-19 - immediately available, affordable and effective when appropriately implemented. Huge congratations @janespeight @ProfTCSkinner @jhateleybrowne and Charles Abraham https://t.co/JJChLEeu2V","['covid', 'covid-19']"
2634,1249991055098945536,Tue Apr 14 09:21:05 +0000 2020,"High Wycombe, Bucks UK",Former @WycombeHighSch @WycHighAlumnae @WycHighScience student @alexnmold @LSHTM share historical insights on tackling challenges of #Covid19 https://t.co/EE38fDJxdb,"['covid', 'covid19']"
2642,1243232782391947264,Thu Mar 26 17:46:08 +0000 2020,"Lafayette,LA","Large scale interdisciplinary collaborations are vital for moments like this. There are indeed many resources you can turn to for info on the #COVID2019. However, behavioral science research is where we learn about our strengths and weaknesses when responding to crises. https://t.co/h3RKH5M6m2",['covid']
2643,1240344814379556864,Wed Mar 18 18:30:22 +0000 2020,"Milwaukee, WI","If you haven't done so already, it's time to take over your personal social media platforms to spread the science of #COVID19 and encourage action. 

Public health scientists need to help control the narrative.

Try to send messages with these 5 components. https://t.co/Jd4f14ddOy","['covid', 'covid19']"
2646,1238257421694521345,Fri Mar 13 00:15:49 +0000 2020,"Mousehole, Cornwall","Could this be the reason UK scientific advice re #COVID19 is different from the rest of the world?
🤬🤬🤬
https://t.co/AinDXxvhPW","['covid', 'covid19']"
2648,1264623274241208326,Sun May 24 18:24:18 +0000 2020,London,From one of the government's #Covid19 scientific experts https://t.co/IqmuV0SpQm,"['covid', 'covid19']"
