,created_at,hashtags,favorite_count,id,reweet_id,retweet_screen_name,lang,place,possibly_sensitive,retweet_count,text,user_screen_name,user_followers_count,user_location,user_name,user_screen_name.1,user_time_zone
5860,Tue Apr 07 04:22:47 +0000 2020,startup COVID19 Nudge,3,1247379270072250370,,,en,"Nashville, TN",False,0,All tech #startup teams dream of a @TechCrunch mention.  We help leaders engage #COVID19 with a positive tool.  Thank @repjimcooper for vision in implementing &amp; @kirstenkorosec for sharing a #Nudge option that’s ready for action! @SHRM https://t.co/1An56T91bc,MarkACleveland,1210,"Nashville, Tennessee",Mark A. Cleveland,MarkACleveland,
5865,Fri Mar 13 14:43:53 +0000 2020,Coronavirus flattenthecurve,2,1238475878042042370,,,en,,False,2,"What does it take to prompt behaviour change on a massive scale? @ActeonComm consultant @romycraig considers what's revealed by the population-wide handwashing campaign during the #Coronavirus outbreak...
https://t.co/JEDXKQBCu7 #flattenthecurve https://t.co/ks5XRSMdba",ActeonComm,803,"Cambridge, UK",Acteon,ActeonComm,
5868,Thu Apr 09 08:13:33 +0000 2020,BigSociety nudging COVID19 neoliberalism,6,1248162119171870720,,,en,,False,4,"#BigSociety
Strong public services funded by taxation are going. 
Years of constant #nudging to accept we are NOT ENTITLED to essential services but be grateful for charities.
A return to 1930s pre-Welfare State
#COVID19 a 'beneficial crisis' for doubling down on #neoliberalism https://t.co/hA0Vb7869f",drbobgill,8071,Kent,Dr Bob Gill,drbobgill,
5871,Sun Mar 15 14:11:40 +0000 2020,coronavirus,0,1239192546221457418,,,en,,,0,"@jmattson98 Dear everyone freaking out and buying everything. Your irrational behavior makes it seem as though #coronavirus killed all the chickens, killed all the cows; killed all the toilet paper makers and killed all the bottled water makers. It’s like everyone took crazy pills.",ConnerChris8,202,,DC Punker,ConnerChris8,
5880,Fri Mar 13 13:29:03 +0000 2020,coronavirus wato,58,1238457044988018689,,,en,,False,54,"My cartoon - he doesn’t trust doctors, he wants to see a behavioural scientist 
#coronavirus 
#wato https://t.co/BKjo2KjRon",MartinShovel,13872,United Kingdom,Martin Shovel,MartinShovel,
5881,Thu Apr 30 08:14:45 +0000 2020,COVID19 awareness SlowtheSpread coronavirus wereallinthistogether,1,1255772565458436110,,,en,,False,0,Behavioral science studies supported with awesome designs for your #COVID19 #awareness. Creatives from @byrawpixel collaborated with @HKStrategies to send out the most accurate messages to everyone in the effort to #SlowtheSpread of #coronavirus. Cause #wereallinthistogether 💪 https://t.co/JHY2EaDM0G,a_tanasiri,4370,,Tana T.,a_tanasiri,
5889,Fri Mar 27 08:03:08 +0000 2020,,4,1243448453969084416,,,en,,False,0,Fantastic address from Pres of Sth Africa to the army...you are not going to hostile environment...you are going there to restore lives and bring life back to the Sth African people...nudge people to behave in the right way and remind them to be a good citizen of sth africa https://t.co/MwKQppR3hn,benyeoma,1304,,Omar BEN YEDDER,benyeoma,
5891,Sun Mar 22 09:32:57 +0000 2020,,7,1241659119435689985,,,en,,False,1,"@DPJHodges @campbellclaret Bollocks @DPJHodges ...

Here we see Dr David Halpern of the Behavioural Insights Team speaking on the record to the BBC on 11th March.

Halpern sits, or did then, on SAGE.

https://t.co/HemuIMC1e5",MarkHazard2020,44,Transworld Consortium.,Mark Hazard,MarkHazard2020,
5892,Thu Mar 19 22:42:17 +0000 2020,coronavirus,29,1240770598323851265,,,en,,False,18,Some coverage of how @ESRIDublin's Behavioural Research Unit and others around the world are applying behavioural science to help slow the spread of #coronavirus - incl. experimental results already available by @jonj @GordonKraftTodd @katefaasse @GordPennycook &amp; others https://t.co/6JJlqB1ktY,_shanetimmons,590,"Dublin City, Ireland",Shane Timmons,_shanetimmons,
5893,Sun Apr 05 04:30:54 +0000 2020,covid19 ria,0,1246656537399119874,,,en,,False,0,The latest The behavioural science Daily! https://t.co/Chl2UuMeXM Thanks to @daveheckathorn @OPMglobal #covid19 #ria,davidmccann_cx,720,"Bengaluru, India",David McCann,davidmccann_cx,
5899,Tue Apr 28 15:01:37 +0000 2020,,5,1255150179524571147,,,en,,False,2,CRR Radio - Using Behavioral Science for Pandemic Messaging. 6th in a series of episodes focusing on COVID-19. @csunorthridge @m4changeco @IntlCodeCouncil @NFPA @usfire @IAFCFLSS @IAFC @NAofSFM @B_I_Tweets @danariely @CassSunstein @Freakonomics  @Irolllc | https://t.co/calZV9I8Dw https://t.co/Y5u7O2gKk7,strategicfire,1590,,Vision 20/20,strategicfire,
5900,Thu Mar 12 14:22:22 +0000 2020,,1,1238108075749519360,,,en,,False,1,Looks as if we might be part of an experiment https://t.co/tjtuDzodtP,SallyRuane,318,,Sally Ruane,SallyRuane,
5902,Fri Mar 20 17:59:46 +0000 2020,COVID19 London Belfast PeoplesGovernment Nudging BeyondParody,0,1241061888844234752,,,en,,,0,"@FactCheck #COVID19 And yet AGAIN, we MUST do what @BorisJohnson &amp; #London CHOOSE.
#Belfast was ALREADY doing what was REQUIRED.
Pity HE &amp; his SO CALLED #PeoplesGovernment have been so OUT OF THEIR depth from the BEGINNING with their RIDICULOUS #Nudging, etc
#BeyondParody",Asitseemstome,385,,Fiona McMahon,Asitseemstome,
5903,Thu Mar 12 07:29:44 +0000 2020,COVID19,60,1238004230755160064,,,en,,False,45,Tweet directed to all friends &amp; contacts. Situation in Ireland nearing irreversible level of #COVID19 community spread. Please follow attached guidance to the highest degree. Lives depend on EVERYONE taking personal responsibility &amp; behaviour change NOW to preserve public health. https://t.co/bYg3xc1pJ3,DrSOF_,568,"Dublin, Ireland",Stuart O'Flanagan,DrSOF_,
5911,Tue Mar 24 10:12:34 +0000 2020,Coronavirus,4,1242393862498205696,,,en,,,2,"To the institutions looking after the welfare of the poor, is an inescapable moral and ethical commitment that the rich must discharge right now. #Coronavirus is a nudge from the God, and should be an eye opener for the humanity.",sarveshkaushal,1652,CHANDIGARH / NEW DELHI -INDIA,SARVESH KAUSHAL,sarveshkaushal,
5913,Thu Mar 12 17:25:21 +0000 2020,coronavirus,0,1238154124669210624,,,en,,,0,Everyone should be watching the press conference to have current decisions properly explained. @CMO_England making the very important point about behavioural science - people’s enthusiasm and patience peaking prematurely if dramatic measures are implemented now #coronavirus,annakramer_,226,"London, England",Anna Kramer,annakramer_,
5915,Mon Apr 27 23:32:03 +0000 2020,AutismAwareness coronavirus,0,1254916247638212611,,,en,,,0,@stewart @jack @AndrewYang can you check the above and give us a nudge? #AutismAwareness #coronavirus,sbellingrathTT,2907,"Boston, MA",Sam Bellingrath,sbellingrathTT,
5920,Fri Apr 10 20:52:00 +0000 2020,COVID19 COVID19,15,1248715377678274560,,,en,,False,9,Meanwhile in Australia - The neo-conservative ⁦@ScottMorrisonMP⁩ Government and its media lapdogs keep nudging away at #COVID19 herd immunity. Great isn’t it. We have to be as vigilant over our own government as we are over #COVID19 https://t.co/X0Uhjqz2Rc,OZloop,3538,"Canberra, Australia",Steve Davies,OZloop,
5921,Mon Mar 23 17:09:38 +0000 2020,lockdown coronavirus MondayMotivation,113,1242136435223924736,,,en,,False,164,"PLEASE SHARE Archie 6 Beagle Cross BATH 🇬🇧

Archie looking for quiet home affectionate he will nudge  for fuss likes training for treats walks been in the shelter a long time please ask your followers to share?

https://t.co/CC0UkC9k09

#lockdown  #coronavirus #MondayMotivation https://t.co/VOldOADvmt",AdoptionsUk,7669,"Wales ,UK",Animal adoptions UK 🐕‍🦺🐈🐎❤️,AdoptionsUk,
5923,Thu Mar 12 17:23:09 +0000 2020,COVID19 COVID2019uk CobraMeeting,6,1238153570890977283,,,en,,,0,"Oh gosh, he just mentioned ‘behavioural science’ 🤬

How many behavioural interventions have been conducted before on #COVID19 or a similar virus? None.  Its the first in a generation - there is no evidence.

#COVID2019uk #CobraMeeting",pixiegirle,3193,Glamorgan/Morgannwg UK/DU,Bethan Mair Edwards 🏴󠁧󠁢󠁷󠁬󠁳󠁿🇬🇧🇪🇺 🏳️‍🌈,pixiegirle,
5926,Wed Apr 29 15:21:50 +0000 2020,COVID19 IndiaFightsCorona,100,1255517657777999872,,,en,,False,20,"The behaviour change which #COVID19 has brought in is going to become a new normal; if we make this a permanent part of our life, it will be very beneficial to our society - @drharshvardhan 

➡️https://t.co/uMK303Knth #IndiaFightsCorona https://t.co/EzjxeXOVNJ",PIBMumbai,30731,"Mumbai, India",PIB in Maharashtra 🇮🇳 #MaskYourself 😷,PIBMumbai,
5934,Fri Mar 13 16:07:49 +0000 2020,CoronaVirus,0,1238497001106542592,,,en,,,0,"For anyone confused/critical of the government’s #CoronaVirus stance,I suggest you read up on the Nudge Theory &amp; you’ll see their thinking.Forcing people to do something rather than making people do things for what they think is drawn from their own conclusions is more effective",WestHamPlace,830,"London, England",West Ham Place,WestHamPlace,
5936,Thu Mar 26 04:41:10 +0000 2020,SafeDistancing,3,1243035240198598657,,,en,,False,0,"Can this be the new patient, disciplined &amp; considerate India. Will this testing time create lasting behaviour change? Time for planners to introduce staggered timing for offices, minimum gap between vehicles. If we plan we can get a siginificantly better life. #SafeDistancing https://t.co/WIramp13qS",ravigbhatia,567,"Mumbai, India",Ravi G Bhatia,ravigbhatia,
5938,Sat Mar 21 15:39:53 +0000 2020,quarantine Wuhan coronavirus Boston,3,1241389073891196928,,,en,"Newton, MA",False,1,"“What are you doing?” Turns our the ability to all obey strict #quarantine fully enforced for the common good was social behavior change that saved lives in #Wuhan, stopped spread of #coronavirus. Still too many people in #Boston gathering or heading to stores like normal. https://t.co/bZqcezR3xr",esgarchitect,6403,"Newtonville, MA + Woodstock VT USA + Cape Town RSA","Graham “isolate, test and trace” Sinclair",esgarchitect,
5941,Thu Mar 26 07:03:49 +0000 2020,,5,1243071137879375873,,,en,,False,2,Excellent post and good critique of nudge thinking in particular. @DurhamSociology @DurhamPolicyHub https://t.co/nbXxoAORup,complexcase,1091,"Durham, UK",Brian Castellani,complexcase,
5947,Fri May 01 05:13:38 +0000 2020,COVID19,0,1256089375592464384,,,en,,False,1,"@Amanda05597148 @ScottMorrisonMP Actually it's smart people  the easiest to brainwash. Call it behavioural nudging BETA is in PMs office.
I just want to know who approved using Public money to nudge the country into an on coming Depression using the cr*p #COVID19 so I can sue their *rse. https://t.co/0dVchssnsR",democracydemon1,910,Australia,Tracey Hoolachan,democracydemon1,
5949,Fri Apr 17 10:17:22 +0000 2020,coronavirus PeopleNotPatients Covid_19,1,1251092380129923072,,,en,,False,0,Hear more #coronavirus communications advice from @HKStrategies Head of Global Health @David_C_Bowen and lead behavioural scientist @Dan_Berry79 on a special new episode of the #PeopleNotPatients podcast: https://t.co/cb1GciUaY7 #Covid_19,HKhealth_UK,477,,H+K Health UK,HKhealth_UK,
5962,Fri Mar 20 18:00:59 +0000 2020,coronavirus,4,1241062195842220039,,,en,,False,1,"All the reports from the UK advisory groups supporting the government’s #coronavirus response, including modelling studies and the consensus on the behavioural science, can be found here for anyone interested ⬇️ https://t.co/8rfY7QeUBs",Naomi_D_Harvey,3441,UK.Own views.Married-don’t DM,Dr Naomi Harvey #StayHome,Naomi_D_Harvey,
5963,Fri Apr 24 16:24:21 +0000 2020,COVID19UK PressBriefing Coronavirus PressConference CoronavirusUpdates DowningStreetBriefing,7,1253721450059628544,,,en,,,4,"Jenny Harries conceding that their 'science' is also partly ""behavioural science""...

Herd Immunity &amp; looking at the lab rats, to see how they respond to be being exposed to #COVID19UK then.

#PressBriefing
#Coronavirus
#PressConference
#CoronavirusUpdates
#DowningStreetBriefing",RickOShea321,3258,,Rick O'Shea,RickOShea321,
5965,Fri Mar 13 11:39:40 +0000 2020,,0,1238429516202225664,,,en,,False,0,You can't have it both ways Clive and now you are an effing epidemiology expert too it appears. Stick to oncology fgs. https://t.co/Q1D3ClE77I,theveindoc,2167,UK,theveindoc,theveindoc,
5970,Tue Mar 10 11:12:14 +0000 2020,coronavirus digitalmarketing consumerbehaviour,1,1237335448126656512,,,en,,False,0,"Coronavirus is set to have a global impact, but how will consumer behaviour change? Read our article to learn how the industry must adapt. 

How Is Coronavirus Affecting Ecommerce and Digital Marketing?https://t.co/3aKL715L3i 
#coronavirus #digitalmarketing #consumerbehaviour https://t.co/EHI0OvRL0h",Digitaldoughnut,22179,London,DigitalDoughnut.com,Digitaldoughnut,
5973,Thu Mar 12 14:35:48 +0000 2020,SocialDistancing,1,1238111456085696519,,,en,,False,0,"#SocialDistancing is essential. Selfless behavior change to protect masses. 

It may not impact you directly as a healthy individual but think about those close to you above 60 yo. Grandma, parents, uncle and neighbors. https://t.co/di3Q424uy1",fjaffer88,705,"Tucson, AZ",Faraz Jaffer,fjaffer88,
5978,Wed Apr 01 13:33:28 +0000 2020,COVID19,1,1245343526566723585,,,en,,False,1,Nudge in the time of #COVID19 https://t.co/zBl82yhZqf,Davide_Consoli,637,"Valencia, Spain",Davide Consoli,Davide_Consoli,
5982,Mon Apr 27 11:22:43 +0000 2020,COVID19,1,1254732706052792320,,,en,,,0,@SassBaller White people who think the rules don't apply to them... I wonder what would happen if they were to fall ill to #COVID19 and then get turned away from hospitals as is happening to Black people right now. Would this behavior change?,Kevin_B_Ware,131,BMore/DC/FL ,Kevin B.,Kevin_B_Ware,
5983,Sat Mar 14 10:11:43 +0000 2020,COVID19,13,1238769772889878528,,,en,,,0,"Instead of using behavioural economics to try and contain #COVID19, we should be using those principles to stop people panic-buying and creating unnecessary (and potentially dangerous) herd behaviours.",jedhallam,5402,London and Southend,Jed Hallam,jedhallam,
5987,Wed Mar 25 15:31:17 +0000 2020,freakonomics MEhaviour COVIDー19 coronavirus,0,1242836461470330881,,,en,,False,0,"What’s the behavioral science version of #freakonomics?

#MEhaviour?
When unpredictable people under stress cause unexpected results...

• Flee to the country:
Spread #COVIDー19 &amp; hoarding

• Run to hills:
Make a MORE crowded potential #coronavirus hub https://t.co/avQjEZZvE8",BrexitExitFacts,20,United Kingdom,#MEhavior Land,BrexitExitFacts,
5988,Wed Mar 04 13:36:14 +0000 2020,Micro101 covid19 SARSCoV2,0,1235197362907369477,,,en,,False,0,"Couldn’t agree more. 
How best to add #Micro101 to the public education system?

#covid19 #SARSCoV2 https://t.co/SbQwdlPvfD",westr,21071,"Tallahassee, FL",westr,westr,
5990,Tue Mar 10 14:47:53 +0000 2020,COVID19,66,1237389720570580992,,,en,,,20,"Demonetisation nudged India towards digital money.

#COVID19 will nudge the world towards work from home, telepresence.",India_Policy,102399,"Dubai, UAE",हम भारत के लोग,India_Policy,
5992,Wed Apr 22 06:28:36 +0000 2020,COVID19 COVID19KE,2,1252846748399091714,,,en,,,0,"Behaviour Change Communication aims to:

-Increase knowledge in a language people understand/relate.

-Stimulate discussions/dialogue (basic facts) 

-Promote essential attitude change ie responsibility for safe practices,

-Reduce stigma &amp; discrimination

#COVID19 #COVID19KE",Kevinmabonga1,1142,"Nairobi, Kenya",Kevin Mabonga,Kevinmabonga1,
5994,Thu Mar 12 09:49:51 +0000 2020,behavioural COVID19,2,1238039494844088321,,,en,,False,0,"V insightful interview with @SusanMichie on Andrew Neil highlighting some of the unintended #behavioural effects of seemingly intuitive population-level interventions to reduce #COVID19 transmission (child care falling to the elderly with school closures, etc). Worth a watch https://t.co/vzbv89aoJm",m_daly92,75,"Bristol, England",Michael Daly,m_daly92,
6000,Tue Apr 14 00:30:57 +0000 2020,covid19,25,1249857639166685184,,,en,,,7,"The fight against #covid19 can only be won outside of hospitals - in the community, through behavior change, public health interventions, and through IT bringing people together virtually. In short, what we have been publishing about in the last 20 years",jmirpub,36596,,JMIR Publications,jmirpub,
6007,Wed Apr 29 09:02:50 +0000 2020,COVID19 SlowtheSpread coronavirus,1,1255422279812603904,,,en,,False,0,"@byrawpixel have used a new behavioural science study by @HKStrategies &amp; their creativity to develop a series of #COVID19 resources to help everyone effectively convey key messages &amp; #SlowtheSpread. Get those and 10,000+ free #coronavirus images at https://t.co/KWfS9lm9Wj https://t.co/EF7xYoiaHR",jingpixar,672,"Bangkok, Thailand",Apipawadee Khawkhom,jingpixar,
6008,Sun Mar 29 10:42:50 +0000 2020,COVID19,0,1244213419101782017,,,en,,False,0,@CMO_England Prof Chris Whitty - insightful lecture on pandemics from 2 years ago: “influenza pandemic top of the gvt risk register..” route of transmission and corresponding behaviour change are key. Great to see him now leading during #COVID19  https://t.co/GeTu0F6YWY,ChristianMoroy,481,"London, England, UK",Christian Moroy,ChristianMoroy,
6013,Thu Mar 12 08:05:45 +0000 2020,COVID19,23,1238013294620934144,,,en,,False,4,Please take the time to read this and understand what’s happening and how to stop this or we will all suffer a huge amount! #COVID19 https://t.co/J9ilFGjiiH,robocopey,8526,"Galway, Ireland",Robin Copeland,robocopey,
6039,Sun Apr 26 18:40:25 +0000 2020,,3,1254480468088696832,,,en,,False,0,Inspiring leadership @kindeya @hgodefay Behavior change in action. This is a new normal to all of us. Strong work - ahead of the curve. https://t.co/SLXrtuIrw2,DrGelila,194,,Gelila Goba,DrGelila,
6047,Sun Apr 26 12:00:29 +0000 2020,COVID19 infodemic,16,1254379820957356035,,,en,,False,6,"Introducing our panelists for the first webinar on Behaviourally Speaking - #COVID19 and Infodemic. Join us on 27 April, 7-8 PM IST to hear them talk about consumer sentiments, behavioural economics, &amp; insights for addressing the #infodemic. Register here: https://t.co/btnIjGowrg https://t.co/tMk3Lky6kV",CSBC_AshokaUniv,739,"New Delhi, India",CSBC_AshokaUniv,CSBC_AshokaUniv,
6048,Thu Apr 02 14:03:26 +0000 2020,psychologist PhysicalDistancing,0,1245713452829679618,,,en,,False,1,"It's true.  

It is also true that this a significant change in behaviour that is being prescribed, and as a #psychologist, I know how difficult behaviour change can be. 

Even when survival is at stake. 

Keep trying everyone. #PhysicalDistancing https://t.co/uI3Q8tqwIP",GendlinsMuse,1885,"Toronto, Ontario, Canada","Dr. Paula Miceli, CPsych",GendlinsMuse,
6051,Mon Mar 16 11:11:26 +0000 2020,SocialDistance QandA COVID19,3,1239509576283648000,,,en,,False,1,#SocialDistance on #QandA tonight.  Appropriate behaviour change for #COVID19 https://t.co/Fkz9CWOA0v,GabbGenevieve,159,"Adelaide, South Australia",Genevieve Gabb,GabbGenevieve,
6062,Tue Apr 07 14:01:01 +0000 2020,,0,1247524784511971328,,,en,,False,0,of course they haven't. Nudge nudge wink wink https://t.co/LfkDmegha9,koolaidchaos1,44,planet earth,koolaidchaos,koolaidchaos1,
6068,Sat Mar 28 09:38:56 +0000 2020,,18,1243834952929681408,,,en,,False,8,See groove. Oya wash ur hands o https://t.co/uGTOO3eT6R,niyiakinmolayan,12604,Lagos,Niyi Akinmolayan,niyiakinmolayan,
6076,Fri Apr 10 12:59:08 +0000 2020,,2,1248596374955995136,,,en,,False,0,"Absolutely right, needful thaught of the time, you may do something for this alarming issue,
Regards https://t.co/X3vckS3wPh",AnilSin10409965,11,"Hajipur, India",Er Anil Singh,AnilSin10409965,
6077,Mon Mar 09 15:24:37 +0000 2020,coronavirus WashYourHands,0,1237036575718100992,,,en,,False,0,Making #coronavirus behaviour change fun. Try it yourself and create your own poster! 🙌 #WashYourHands https://t.co/yxCoUdHhoj,Cameron_Fiona,1250,"London, England 🇪🇺 🇮🇪",Fiona Cameron,Cameron_Fiona,
6087,Sun Mar 22 13:06:15 +0000 2020,COVID19 COVID_19,2,1241712798725537798,,,en,,False,1,"""Does an accuracy nudge intervention reduce the sharing of misinformation about #COVID19 on social media?"" https://t.co/RCsP3BRV5O #COVID_19 @GordPennycook @DG_Rand",socmdm,1498,"Bridgewater, NJ",SMDM,socmdm,
6089,Wed Apr 08 11:20:25 +0000 2020,chinesewuhanvirus,0,1247846756748070919,,,en,,False,0,"#chinesewuhanvirus As famously said by HK, CHINA is Asshoe !! https://t.co/qtLDP0qQP6",DaStargoTora,110,Universe,LahSiv,DaStargoTora,
6093,Sun Apr 19 11:03:02 +0000 2020,,6,1251828650795769856,,,en,,False,3,"@tjc1_tom @THemingford @dsue1441_re Imperial College modellers in collaboration with the Downing St ""nudge"" unit cannot be trusted given they let the Cheltenham Festival go ahead.

Swiss modellers are saying that schools reopening adds ~0.7 to R0 which is v significant. 1/

https://t.co/B4EmvGexl3",Jeremy11223344,47,,JeremyG 🏴󠁧󠁢󠁥󠁮󠁧󠁿 🇹🇭 👨‍🔬,Jeremy11223344,
6094,Sat Mar 14 00:02:42 +0000 2020,coronavirus covid19 QuarantineAndChill,0,1238616506331729922,,,en,,False,0,"Fascinating thread on developing herd immunity to #coronavirus through behavioural science, but doesn't herd immunity also rely on vaccination and I had assumed one can't develop immunity to #covid19 as reinfection can occur? #QuarantineAndChill https://t.co/DJRRKqLaVb",EmmaSTennant,1830,"London, UK",Miss Apis Mellifera,EmmaSTennant,
6097,Thu Apr 09 14:49:47 +0000 2020,COVID19,10,1248261835020742663,,,en,,False,5,"95+ countries plan to send cash to citizens to make up for lost income during #COVID19. Making the most of cash = a crucial piece in the puzzle of economic recovery. Behavioral science can help people do just that 

Thread based on our @WPReview piece https://t.co/3SJudG25UK",ideas42,27663,"New York, NY",ideas42,ideas42,
6100,Tue Mar 31 14:04:15 +0000 2020,,0,1244988882879471617,,,en,"Wyndham, VA",False,0,Dogs always do that. https://t.co/T0oWDwrwXV,brucehallsports,2044,Northern Virginia,Bruce Hall,brucehallsports,
6103,Sun Apr 26 18:29:13 +0000 2020,COVID19,0,1254477650799857664,,,en,,False,0,Nudge theory is a poor substitute for hard science in matters of life or death #COVID19  https://t.co/5LikKhMFbg,TymorHir,311,"Berlin, Deutschland",Michael #physicaldistancing Berlin,TymorHir,
6110,Sun Apr 05 10:09:42 +0000 2020,,0,1246741797025525760,,,en,"Durban, South Africa",False,0,We do not need the vaccine but behavior change https://t.co/rNKnadJDXE,ThamzitoMajuba1,21,"Durban, South Africa",Thamzito Majubane,ThamzitoMajuba1,
6114,Wed Mar 04 10:04:07 +0000 2020,CoronaOutbreak,2,1235143981291524097,,,en,,,0,"#CoronaOutbreak can really suck out the ‘Indianness’ out of Indians for the better. Crowded places, young men holding hands while walking on the roads, too much hugging and giving high fives and poor toilet hygiene. 

It’s god’s way to nudge us towards a more civilised society.😛",Kshitij_JS,23,"Jaipur, India",Kshitij Sharma,Kshitij_JS,
6118,Fri Apr 10 15:54:00 +0000 2020,COVID19 Comms4Good,2,1248640381593382912,,,en,,False,3,#COVID19 has brought the fastest global information + behavior change campaign in history. We've partnered w/ @OpenIDEO to help drive creative support to non-profits and foundations who are working to support this campaign. Fill out this form: https://t.co/UoYjpNdOeD #Comms4Good,TheComNetwork,6535,"Washington, D.C.",The Communications Network,TheComNetwork,
6120,Tue Apr 07 10:00:11 +0000 2020,COVID coronavirus,0,1247464180271255552,,,en,,False,0,How behavioural science is helping in the fight against #COVID-19 https://t.co/xgku5DpAPg #coronavirus https://t.co/bwQlrSwK8T,pharmaphorum,19528,"London, England",pharmaphorum,pharmaphorum,
6121,Wed Apr 15 20:44:26 +0000 2020,COVID19 Communication Behavior Report Webinar,0,1250525411605348354,,,en,,False,0,#COVID19 #Communication &amp; #Behavior Change: #Report and #Webinar via @OpenIDEO https://t.co/yuAm1vHXdS,datenluchs,34,Germany,Datenluchs,datenluchs,
6128,Sun Apr 05 10:10:41 +0000 2020,JimmySavile COVID19 FilthyBritishEstablishment Teret,0,1246742045168930816,,,en,,False,0,"Is ⁦@jessphillips⁩ bothered?
She wants a woman for leader. Find a woman then who can challenge this!?
#JimmySavile pedo chauffeur #COVID19 in HMP Manchester Have a chat before housekeeping deals with him?? Know what I mean...nudge, nudge!
#FilthyBritishEstablishment #Teret https://t.co/Huso10PrNR",bigchill_LC,1534,,Big Chill LC,bigchill_LC,
6129,Mon Mar 30 20:41:35 +0000 2020,coronavirus,50,1244726490484428805,,,en,,False,26,"U.K. is at the bottom of the food chain for #coronavirus vaccine. 

The reality of obscurity thanks to Brexit. https://t.co/yhBmoZImBV",abcpoppins,22190,"South West, England",Liz Webster 🔶🏴󠁧󠁢󠁷󠁬󠁳󠁿🇬🇧🇪🇺,abcpoppins,
6130,Thu Mar 12 17:44:26 +0000 2020,COVID19,3,1238158923968008193,,,en,,,0,@Peston @CMO_England Now we need an urgent national debate to determine whether the lives of citizens most in need of support should be weighed in the balance by a behavioural scientist from a ‘nudge’ unit who believes unvaccinated herd immunity is the answer to #COVID19 . @faisalislam @LSRPlaid,Elfiem,2670,Wales and France,Elfrida Martin,Elfiem,
6133,Tue Mar 17 16:27:56 +0000 2020,CoronaVirusUpdates,0,1239951614858989569,,,en,,False,0,Some have been saying it from the start #CoronaVirusUpdates (nudge nudge wink wink) https://t.co/s5sypniQGh,Bradley68441168,8,,Bradley,Bradley68441168,
6135,Thu Apr 23 19:30:23 +0000 2020,SocialDistancing COVID19,6,1253405878910218241,,,en,,False,3,Professor @JessiWittPhD is part of the @Psychonomic_Soc Behavioral Science Response to COVID-19 Working Group.  Read more #SocialDistancing tips here to help stop #COVID19: https://t.co/zGwkMurZuJ @WHO @CDCgov @CSUNaturalSci @ColoradoStateU https://t.co/u9hKyWnolv,csu_psychology,176,"Fort Collins, CO",CSU Psychology,csu_psychology,
6138,Wed Apr 15 17:25:45 +0000 2020,coronavirus Masks4All,4,1250475410925793282,,,en,,False,2,"If you live in the UK, please sign the petition! Face masks are not a silver bullet, but if we all wear them, they can be an important weapon against the spread of #coronavirus.

#Masks4All https://t.co/NfNma3IlAz",Wereldreisiger,66,"Berkshire, UK",Yuki 😷,Wereldreisiger,
6141,Thu Apr 16 13:43:01 +0000 2020,,0,1250781748327256069,,,en,,False,0,"Excellently stated case, as usual, for a grown-up approach to getting to an exit strategy. https://t.co/MWcslbQis6",AlanSha50343350,41,,Alan Shaw,AlanSha50343350,
6142,Thu Apr 16 09:49:09 +0000 2020,GUST CoronaVirus,0,1250722894155526146,,,en,,False,4,"Anyone attended (Behavior Change Marketing in Kuwait) seminar, please check your #GUST email to download your certificate! 

Sadly, we were and will not able to hand your certificates as hard copies as planned due to #CoronaVirus. 

Message us if you have any questions. https://t.co/gBKIDUyVUQ",marketingust,327,GUST - KW,Marketing Club,marketingust,
6146,Thu Mar 12 19:41:02 +0000 2020,,2,1238188270095302657,,,en,,False,0,The nudge unit becoming central to pandemic management is what happens when you let overconfident arts graduates who half-read a Malcolm Gladwell book 10 years ago run the country https://t.co/h98gmme0XD,jshield,1727,London,James Shield,jshield,
6148,Wed Apr 08 11:14:53 +0000 2020,,0,1247845363882627074,,,en,,True,0,Chup be thugs https://t.co/4H8GOOQavr,Samir__Ag,1776,India,Samir,Samir__Ag,
6152,Sun Apr 05 10:00:25 +0000 2020,GLFLive COVID19,2,1246739462622765057,,,en,,False,1,"Get ready for a #GLFLive with renowned author, @MIT lecturer &amp; creative thinker @ottoscharmer1!

How #COVID19 can and should affect behavior change and be an impetus for re-shaping broken global systems? https://t.co/Ue0RtaRIr1",GlobalLF,38036,"Bonn, Germany",Global Landscapes Forum (GLF),GlobalLF,
6153,Wed Apr 22 23:00:50 +0000 2020,climate coronavirus,3,1253096452840206338,,,en,,False,2,Rapid behavior change: A COVID-19 lesson for the climate crisis? https://t.co/BoQiTybcFe @CarbnNtrlCities #climate #coronavirus,lauriegoering,2856,London,Laurie Goering,lauriegoering,
6154,Thu Mar 12 17:31:04 +0000 2020,,0,1238155563676114947,,,en,,False,0,"""Cocoon?""
""Cocoon. Not seen the film? Wilfred Brimley, a 50 year-old, swims with alien  cocoons and ends up looking much older. We will cocoon people"" https://t.co/V7Rxs6TQUW",pauvrordinateur,152,souk,Matthew Grey,pauvrordinateur,
6155,Wed Apr 15 12:05:42 +0000 2020,,2,1250394867236311040,,,en,,True,0,How do brands connect with consumers during immense economic and behaviour change? Wrote a piece on how different brands are reacting to our changing reality. Link below 👇🏻 https://t.co/p3Y6dOaETD,AliceMathews_,391,,Alice Mathews,AliceMathews_,
