,Unnamed: 0,created_at,hashtags,favorite_count,id,reweet_id,retweet_screen_name,lang,place,possibly_sensitive,retweet_count,text,user_screen_name,user_followers_count,user_location,user_name,user_screen_name.1,user_time_zone,text_cl,subkeywords,relevant_subkwords
1511,5918,Fri Mar 13 13:22:36 +0000 2020,nudge behavioraleconomics psychology policy coronavirus,3,1.23845542032009E+018,,,en,,False,3,Why is the government relying on nudge theory to fight coronavirus? #nudge #behavioraleconomics #psychology #policy #coronavirus https://t.co/OfoU3HPrj6,HendirkB,322,"Brüssel, Belgien",Hendrik Bruns,HendirkB,,why is the government relying on nudge theory to fight coronavirus? #nudge #behavioraleconomics #psychology #policy #coronavirus https://t.co/ofou3hprj6,"['psychology', 'nudge', 'nudge theory', 'corona']","['psychology', 'nudge']"
1523,5965,Mon Apr 27 06:44:43 +0000 2020,behaviouraleconomics nudge nudgetheory coronavirus data ToK,0,1.25466274451683E+018,,,en,,True,0,Nudge theory is a poor substitute for hard science in matters of life or death | Sonia Sodha | Opinion | The Guardian | @scoopit https://t.co/mM8G9aGEO0 #behaviouraleconomics #nudge #nudgetheory #coronavirus #data #ToK,1973GJWEcon,234,,Graham Watson,1973GJWEcon,,nudge theory is a poor substitute for hard science in matters of life or death | sonia sodha | opinion | the guardian | @scoopit https://t.co/mm8g9ageo0 #behaviouraleconomics #nudge #nudgetheory #coronavirus #data #tok,"['behaviouraleconomics', 'nudge', 'nudge theory', 'nudgetheory', 'corona']","['behaviouraleconomics', 'nudge', 'nudgetheory']"
1529,6001,Fri Mar 13 01:50:12 +0000 2020,,80,1.23828117464202E+018,,,en,,False,25,"Does the advice to delay come from the Behavioural Insights Team? At first it appeared as if they were just advising the government on helping encourage handwashing, which seemed really useful. But today it appeared as if their role had expanded - e.g. https://t.co/9ou3WpDnxu",StuartJRitchie,20574,London,Stuart Ritchie,StuartJRitchie,,"does the advice to delay come from the behavioural insights team? at first it appeared as if they were just advising the government on helping encourage handwashing, which seemed really useful. but today it appeared as if their role had expanded - e.g. https://t.co/9ou3wpdnxu","['behavioural insights team', 'behavioural insight', 'behavioural insights']",['behavioural insights team']
1534,6012,Thu May 14 17:40:34 +0000 2020,MayorofLondon BorisJohnson coronavirus BillGates Rothschild BehaviouralInsightsTeam COVID19,7,1.26098839046978E+018,,,en,,False,9,#MayorofLondon #BorisJohnson: Global Overpopulation Is The Real Issue https://t.co/p8vFjkLMwa  #coronavirus #BillGates #Rothschild #BehaviouralInsightsTeam #COVID19 https://t.co/2FsC0G1dY2,TornadoNewsLink,4807,"Londonderry, Northern Ireland",TornadoNewsLinker,TornadoNewsLink,,#mayoroflondon #borisjohnson: global overpopulation is the real issue https://t.co/p8vfjklmwa  #coronavirus #billgates #rothschild #behaviouralinsightsteam #covid19 https://t.co/2fsc0g1dy2,"['behaviouralinsightsteam', 'behaviouralinsight', 'behaviouralinsights', 'corona', 'covid']",['behaviouralinsightsteam']
1539,6047,Tue May 12 16:59:58 +0000 2020,COVID19,1,1.26025339408368E+018,,,en,,,0,"@davemacladd But look how they're using colours! Red for stop has gone, now it's green for go. Soothing turquoise backgrounds to lull us into a false security. I see the Nudge Unit behind this #COVID19",lindaschaos,161,,Linda Shuttleworth,lindaschaos,,"@davemacladd but look how they're using colours! red for stop has gone, now it's green for go. soothing turquoise backgrounds to lull us into a false security. i see the nudge unit behind this #covid19","['nudge unit', 'nudge', 'covid']",['nudge unit']
1540,6048,Mon Mar 16 08:36:45 +0000 2020,coronavirus,19,1.23947064753062E+018,,,en,,False,11,"Health Psychologists/ Behavioural Scientists, this is an open letter to the UK government questioning   the evidence base of ""behavioural fatigue"" and calling for greater transparency in terms of the evidence they are basing their decision for #coronavirus measures on https://t.co/pPqU4bcF50",bronagh2,336,"Galway, Ireland",Bronagh Fitzpatrick,bronagh2,,"health psychologists/ behavioural scientists, this is an open letter to the uk government questioning   the evidence base of ""behavioural fatigue"" and calling for greater transparency in terms of the evidence they are basing their decision for #coronavirus measures on https://t.co/ppqu4bcf50","['behavioural scientists', 'behavioural scientist', 'psychologists', 'psychologist', 'corona', 'behavioural fatigue']","['behavioural scientists', 'psychologists', 'behavioural fatigue']"
1542,6059,Sat May 02 18:27:29 +0000 2020,Nudge coronavirus,0,1.25665154215484E+018,,,en,,False,0,"More reasons to doubt the efforts of the #Nudge Unit @B_I_Tweets
We had the job seeker scam https://t.co/njRz0RoSlu
Now the #coronavirus wheeze https://t.co/1VWNYQ6lTE",AndrewPMunro,5329,UK,Andrew Munro,AndrewPMunro,,"more reasons to doubt the efforts of the #nudge unit @b_i_tweets
we had the job seeker scam https://t.co/njrz0roslu
now the #coronavirus wheeze https://t.co/1vwnyq6lte","['nudge unit', 'nudge', 'corona']",['nudge unit']
1547,6074,Wed May 27 06:47:39 +0000 2020,COVID19,4,1.26553511793145E+018,,,en,,False,2,"Media helps in reaching out to people with effective messages, nudges them towards the rightful behaviour change &amp; helps them cope with stress &amp; panic. 
Join today's webinar to discuss the role of media &amp; communication in crisis situations- https://t.co/BlFKNae8Ip
#COVID19 https://t.co/hi79N8QBPH",ChhattisgarhABC,146,"Chhattisgarh, India",Chhattisgarh Alliance for Behaviour Change,ChhattisgarhABC,,"media helps in reaching out to people with effective messages, nudges them towards the rightful behaviour change &amp; helps them cope with stress &amp; panic. 
join today's webinar to discuss the role of media &amp; communication in crisis situations- https://t.co/blfknae8ip
#covid19 https://t.co/hi79n8qbph","['behaviour change', 'nudges', 'nudge', 'covid']","['behaviour change', 'nudges']"
1562,6147,Thu May 14 18:48:04 +0000 2020,COVID19,4,1.2610053743852E+018,,,en,,False,0,"An engaging @howtoacademy live discussion on the science of information overload with @CassSunstein and @MatthewStadlen - the co-author of Nudge mentions not to “pave the way with a nudge only”, he believes that #COVID19 mandates should be supplemented with nudges to be effective https://t.co/cxVIbjJEk8",tweetedbysinem,43,,Sinem,tweetedbysinem,,"an engaging @howtoacademy live discussion on the science of information overload with @casssunstein and @matthewstadlen - the co-author of nudge mentions not to “pave the way with a nudge only”, he believes that #covid19 mandates should be supplemented with nudges to be effective https://t.co/cxvibjjek8","['sunstein', 'nudges', 'nudge', 'covid']","['sunstein', 'nudges', 'nudge']"
1567,6161,Sun Jun 07 03:12:51 +0000 2020,coronavirus,0,1.26946732967662E+018,,,en,,,0,"there's no appropriate way to say this, but the UK group who gave the world the idea of ""flattening the curve"" as excuse for governmental incompetence in fighting #coronavirus should be killed. that so called Nudge Unit or whatever the sewer they came from. bunch of Eugenist MFs!",IFowzy,288,🇨🇦,🌻 Fowzy,IFowzy,,"there's no appropriate way to say this, but the uk group who gave the world the idea of ""flattening the curve"" as excuse for governmental incompetence in fighting #coronavirus should be killed. that so called nudge unit or whatever the sewer they came from. bunch of eugenist mfs!","['nudge unit', 'nudge', 'corona']",['nudge unit']
1568,6169,Sun May 10 06:08:26 +0000 2020,,24,1.25936465735946E+018,,,en,"London, England",False,3,"Can someone explain how we “stay alert” and/or “control” a capsid covered string of genetic material?
This phrasing stinks of “nudge theory”... and will likely be as successful.😳 https://t.co/yK9Vk2kCVQ",JohnAmaechi,60149,"When you need me, I must stay",John Amaechi OBE,JohnAmaechi,,"can someone explain how we “stay alert” and/or “control” a capsid covered string of genetic material?
this phrasing stinks of “nudge theory”... and will likely be as successful.😳 https://t.co/yk9vk2kcvq","['nudge', 'nudge theory']",['nudge theory']
1580,6202,Sun Mar 29 17:17:33 +0000 2020,COVID19 NudgeUnit,5,1.24431275309713E+018,,,en,,False,5,"Coronavirus: the politics of Cummings’ cul
A core component of the Downing Street response team to the #COVID19 crisis is the ‘Behavioural Insights Team’ aka the #NudgeUnit a shadowy entity, co-run by the Cabinet Office and the ‘innovation charity’ Nesta.
 https://t.co/DBiKIlyRwl",Angie_RejoinEU,26113,London,#3.5% #FBPE #FBR #ResistanceIsNotFutile 😉,Angie_RejoinEU,,"coronavirus: the politics of cummings’ cul
a core component of the downing street response team to the #covid19 crisis is the ‘behavioural insights team’ aka the #nudgeunit a shadowy entity, co-run by the cabinet office and the ‘innovation charity’ nesta.
 https://t.co/dbikilyrwl","['nudgeunit', 'behavioural insights team', 'behavioural insight', 'behavioural insights', 'nudge', 'corona', 'covid']","['nudgeunit', 'behavioural insights team']"
1582,6221,Sun Mar 22 21:16:06 +0000 2020,covid19 economy future huh,0,1.24183607317041E+018,,,en,,,0,"(#2) education online for children, shopping online gets further accelerated, maybe remote e voting for elections,all these areas expand. You have nudge theory, maybe this is 'slam down' theory, where society is confronted with a new way of living? #covid19 #economy #future #huh",JamesB16494333,8,,James B,JamesB16494333,,"(#2) education online for children, shopping online gets further accelerated, maybe remote e voting for elections,all these areas expand. you have nudge theory, maybe this is 'slam down' theory, where society is confronted with a new way of living? #covid19 #economy #future #huh","['nudge', 'nudge theory', 'covid']",['nudge theory']
1589,6249,Thu Mar 12 14:45:34 +0000 2020,,0,1.23811391075613E+018,1.2381108470058E+018,DrStedx,en,,,14,RT @DrStedx: HE IS NOT CORONAVIRUS SCIENCE ADVISOR HE IS A PSYCHOLOGIST AND HEAD OF THE FUCKING NUDGE UNIT WHAT THE FUCK ARE YOU DOING,DanGra87,1503,,Daniel,DanGra87,,rt @drstedx: he is not coronavirus science advisor he is a psychologist and head of the fucking nudge unit what the fuck are you doing,"['nudge unit', 'psychologist', 'nudge', 'corona']","['nudge unit', 'psychologist']"
1593,6256,Thu May 14 13:35:52 +0000 2020,Covid19,36,1.26092680835184E+018,,,en,,,6,"The “behavioural fatigue” that Halpern &amp; the Nudge Unit said would happen seems to have finally set in, not just in the UK, across Europe too. The saddest part of it is that it is not just the people that are fatigued, government is too. That leaves us with new questions #Covid19",Omojuwa,995361,Africa,JJ. Omojuwa,Omojuwa,,"the “behavioural fatigue” that halpern &amp; the nudge unit said would happen seems to have finally set in, not just in the uk, across europe too. the saddest part of it is that it is not just the people that are fatigued, government is too. that leaves us with new questions #covid19","['halpern', 'nudge unit', 'nudge', 'covid', 'behavioural fatigue']","['halpern', 'nudge unit', 'behavioural fatigue']"
1600,6282,Thu Mar 26 12:09:01 +0000 2020,,0,1.24314794737157E+018,1.24308132003045E+018,financialeyes,en,,,1,"RT @financialeyes: Between the UK Nudge unit and the Counter-Disinformation unit, what chance does the truth stand?",JohnFordBlagger,3546,"Somerset, UK",JohnFordBlagger,JohnFordBlagger,,"rt @financialeyes: between the uk nudge unit and the counter-disinformation unit, what chance does the truth stand?","['nudge unit', 'nudge']",['nudge unit']
1618,6361,Tue Mar 17 09:08:56 +0000 2020,NudgeTheory coronavirus,2,1.23984113515513E+018,,,en,,,0,"#NudgeTheory can work both ways. It can subtly influence changes in behaviour, but it can also provoke a vigilante response in the easily outraged who then blame &amp; demonise any group singled out. Any elderly person who dares to venture outdoors  had better beware! #coronavirus",johncornelius01,182,,John Cornelius,johncornelius01,,"#nudgetheory can work both ways. it can subtly influence changes in behaviour, but it can also provoke a vigilante response in the easily outraged who then blame &amp; demonise any group singled out. any elderly person who dares to venture outdoors  had better beware! #coronavirus","['nudge', 'nudgetheory', 'corona']",['nudgetheory']
1632,6415,Thu Mar 12 18:29:08 +0000 2020,,2,1.23817017593915E+018,,,en,,False,1,This looks like the triumph of 'nudge theory' over medical science. https://t.co/UtRprJcWqi,Bob__Hudson,4779,Durham City UK,Bob Hudson,Bob__Hudson,,this looks like the triumph of 'nudge theory' over medical science. https://t.co/utrprjcwqi,"['nudge', 'nudge theory']",['nudge theory']
1647,6467,Sun Mar 15 08:42:21 +0000 2020,Coronavirus Healthcare QBAIN,0,1.23910967104836E+018,,,en,,False,0,"The Behavioural Insights Team, you don’t need much more than this to understand how the UK thinks.

#Coronavirus #Healthcare #QBAIN https://t.co/dHk2w23ZXa",CodeCambridge,807,"Cambridge, England",Allister Frost,CodeCambridge,,"the behavioural insights team, you don’t need much more than this to understand how the uk thinks.

#coronavirus #healthcare #qbain https://t.co/dhk2w23zxa","['behavioural insights team', 'behavioural insight', 'behavioural insights', 'corona']",['behavioural insights team']
1658,6536,Mon Mar 16 12:03:58 +0000 2020,,14,1.23952279817277E+018,,,en,,False,5,"This is an excellent idea. Now, why can't our so-called Nudge Unit come up with stuff like this?

Because they're c*nts, that's why. https://t.co/9XTY7otHal",JamesKAArcher,2765,,James Archer #What Now?,JamesKAArcher,,"this is an excellent idea. now, why can't our so-called nudge unit come up with stuff like this?

because they're c*nts, that's why. https://t.co/9xty7othal","['nudge unit', 'nudge']",['nudge unit']
1663,6552,Mon Mar 16 17:33:43 +0000 2020,covidー19uk,0,1.23960578105983E+018,,,en,,False,2,"Hey @BorisJohnson - these are the experts, not a nudge unit, not a bunch of ‘herd them and they’ll die quacks’.  You’re failing the UK #covidー19uk https://t.co/yE6m5nFuuZ",Quinonostante,11320,It’s not important really..,Quinonostante,Quinonostante,,"hey @borisjohnson - these are the experts, not a nudge unit, not a bunch of ‘herd them and they’ll die quacks’.  you’re failing the uk #covidー19uk https://t.co/ye6m5nfuuz","['nudge unit', 'nudge', 'covid']",['nudge unit']
1666,6558,Sun Mar 29 18:52:30 +0000 2020,COVID19 Johnson Cummings HerdImmunity NudgeUnit,4,1.24433664822306E+018,,,en,,False,1,Anyone counting the number of unecessary  #COVID19 deaths caused by #Johnson and #Cummings #HerdImmunity #NudgeUnit scam to hold them to account for every last one when this is over? As well as members of the medical profession who have collaborated with the cull. @MrsAitchBee https://t.co/EUlwjJ6PhW,Angie_RejoinEU,26113,London,#3.5% #FBPE #FBR #ResistanceIsNotFutile 😉,Angie_RejoinEU,,anyone counting the number of unecessary  #covid19 deaths caused by #johnson and #cummings #herdimmunity #nudgeunit scam to hold them to account for every last one when this is over? as well as members of the medical profession who have collaborated with the cull. @mrsaitchbee https://t.co/eulwjj6phw,"['nudgeunit', 'nudge', 'covid', 'herdimmunity']","['nudgeunit', 'herdimmunity']"
1667,6560,Fri Mar 13 16:07:49 +0000 2020,CoronaVirus,0,1.23849700110654E+018,,,en,,,0,"For anyone confused/critical of the government’s #CoronaVirus stance,I suggest you read up on the Nudge Theory &amp; you’ll see their thinking.Forcing people to do something rather than making people do things for what they think is drawn from their own conclusions is more effective",WestHamPlace,1011,"London, England",West Ham Place #GSBOUT,WestHamPlace,,"for anyone confused/critical of the government’s #coronavirus stance,i suggest you read up on the nudge theory &amp; you’ll see their thinking.forcing people to do something rather than making people do things for what they think is drawn from their own conclusions is more effective","['nudge', 'nudge theory', 'corona']",['nudge theory']
1679,6617,Tue May 12 12:02:38 +0000 2020,CommonPurpose NHS BehaviouralInsightsTeam BillGates Rothschild coronavirus,5,1.26017856788903E+018,,,en,,False,6,The Nations Sheep Clapping The #CommonPurpose Infested #NHS On Thursdays Is A Good Example. #BehaviouralInsightsTeam #BillGates #Rothschild #coronavirus https://t.co/0YaZ3GBRBA,TornadoNewsLink,4807,"Londonderry, Northern Ireland",TornadoNewsLinker,TornadoNewsLink,,the nations sheep clapping the #commonpurpose infested #nhs on thursdays is a good example. #behaviouralinsightsteam #billgates #rothschild #coronavirus https://t.co/0yaz3gbrba,"['behaviouralinsightsteam', 'behaviouralinsight', 'behaviouralinsights', 'corona']",['behaviouralinsightsteam']
1683,6643,Sat Mar 14 20:30:11 +0000 2020,COVID19,95,1.23892541593641E+018,,,en,,False,59,NEW: UK behavioural scientists have also written to the govt expressing concern about the idea of 'behavioural fatigue' - the idea that more stringent #COVID19 measures shouldn't be introduced too soon because people will tire of them at the crucial point 👇 https://t.co/5eZL5c2J3d,robpowellnews,16437,Westminster via Hereford,Rob Powell,robpowellnews,,new: uk behavioural scientists have also written to the govt expressing concern about the idea of 'behavioural fatigue' - the idea that more stringent #covid19 measures shouldn't be introduced too soon because people will tire of them at the crucial point 👇 https://t.co/5ezl5c2j3d,"['behavioural scientists', 'behavioural scientist', 'covid', 'behavioural fatigue']","['behavioural scientists', 'behavioural fatigue']"
1685,6647,Wed Mar 11 22:39:34 +0000 2020,COVID19,8,1.23787081267942E+018,,,en,,,1,"I think it's great that we appear to be listening to the ""nudge unit"" (almost no evidence when it comes to health) and not listening to epidemiologists (lots of evidence when it comes to health) regarding #COVID19",josephbush,1809,Tophet-on-Styx,Joe Bush,josephbush,,"i think it's great that we appear to be listening to the ""nudge unit"" (almost no evidence when it comes to health) and not listening to epidemiologists (lots of evidence when it comes to health) regarding #covid19","['nudge unit', 'nudge', 'covid']",['nudge unit']
1688,6657,Sun Mar 15 16:31:15 +0000 2020,,20,1.23922767417171E+018,,,en,,False,11,"🚨They've cut tests by half‼️🚨

Now replies re total cases say ""oh that's better than I was expecting"". Creates v false sense of security.

It's dangerous pseudo science.  

To be expected by the Weirdo &amp; Misfit's Nudge Unit that can't  predict or prevent panic buying bogrolls. https://t.co/rTzAXwSTJ7",jneill,6282,Epsom or gps,🕯James Neill - 😷 🇪🇺🇮🇪🇬🇧,jneill,,"🚨they've cut tests by half‼️🚨

now replies re total cases say ""oh that's better than i was expecting"". creates v false sense of security.

it's dangerous pseudo science.  

to be expected by the weirdo &amp; misfit's nudge unit that can't  predict or prevent panic buying bogrolls. https://t.co/rtzaxwstj7","['nudge unit', 'nudge']",['nudge unit']
1693,6675,Sun May 10 11:32:10 +0000 2020,StayAlert COVID19,15,1.2594461278433E+018,,,en,,False,13,"We do need to #StayAlert

We need to ask why such obviously unclear messaging is being used

Behaviourist, David Halpern &amp; his Nudge Unit (@B_I_Tweets), would have worked on this for weeks &amp; they’re experts.

The message echoes wartime posters, but we’re not at war with #COVID19. https://t.co/xFammsgz6k https://t.co/R92Ksnfu29",StefSimanowitz,41938,stefan.simanowitz@amnesty.org,Stefan Simanowitz,StefSimanowitz,,"we do need to #stayalert

we need to ask why such obviously unclear messaging is being used

behaviourist, david halpern &amp; his nudge unit (@b_i_tweets), would have worked on this for weeks &amp; they’re experts.

the message echoes wartime posters, but we’re not at war with #covid19. https://t.co/xfammsgz6k https://t.co/r92ksnfu29","['halpern', 'nudge unit', 'nudge', 'covid']","['halpern', 'nudge unit']"
1695,6678,Sat Apr 11 09:18:04 +0000 2020,Coronavirus,0,1.24890313121309E+018,,,en,,False,0,The #Coronavirus Crisis: Oxford Model Touting 'Herd Immunity' was Promoted by PR Agency Tied to Ministry of Defence and Nudge Unit https://t.co/K9npCLSjYo,simonboxer,1209,,SimonB,simonboxer,,the #coronavirus crisis: oxford model touting 'herd immunity' was promoted by pr agency tied to ministry of defence and nudge unit https://t.co/k9npclsjyo,"['nudge unit', 'nudge', 'corona', 'herd immunity']","['nudge unit', 'herd immunity']"
1698,6684,Fri May 29 21:52:20 +0000 2020,BehaviouralInsightsTeam WellcomeTrust coronavirus BorisJohnson BillGates Rothschild NHS,1,1.26648756525277E+018,,,en,,False,2,#BehaviouralInsightsTeam Working With The #WellcomeTrust On Increasing Vaccine Uptake. https://t.co/5rV098dPeX #coronavirus #BorisJohnson #BillGates #Rothschild #NHS https://t.co/A0q7LceU7H,TornadoNewsLink,4807,"Londonderry, Northern Ireland",TornadoNewsLinker,TornadoNewsLink,,#behaviouralinsightsteam working with the #wellcometrust on increasing vaccine uptake. https://t.co/5rv098dpex #coronavirus #borisjohnson #billgates #rothschild #nhs https://t.co/a0q7lceu7h,"['behaviouralinsightsteam', 'behaviouralinsight', 'behaviouralinsights', 'corona']",['behaviouralinsightsteam']
1708,6710,Fri Mar 20 10:00:22 +0000 2020,TED wellbeing Coronavirus,0,1.24094124473552E+018,,,en,,False,0,"New audio: Jon talks to statistician, #TED talker and #wellbeing advocate Nic Marks about his work with the Government's behavioural insights team, the importance of a scientific look at wellbeing and of course, #Coronavirus. https://t.co/wNymlZg7ie @fridaymatters https://t.co/KXgG8fn4gw",TrainingJournal,19714,United Kingdom,"TJ - for trainers, managers and leaders",TrainingJournal,,"new audio: jon talks to statistician, #ted talker and #wellbeing advocate nic marks about his work with the government's behavioural insights team, the importance of a scientific look at wellbeing and of course, #coronavirus. https://t.co/wnymlzg7ie @fridaymatters https://t.co/kxgg8fn4gw","['behavioural insights team', 'behavioural insight', 'behavioural insights', 'corona']",['behavioural insights team']
1714,6729,Tue May 12 06:59:29 +0000 2020,,0,1.26010228079327E+018,,,en,,False,0,Advised to consider... Possibly maybe this is more nudge theory? https://t.co/Dbtt2n9Tin,rbsherley,807,"Falmouth, Cornwall",Richard Sherley,rbsherley,,advised to consider... possibly maybe this is more nudge theory? https://t.co/dbtt2n9tin,"['nudge', 'nudge theory']",['nudge theory']
1720,6754,Fri Apr 10 19:23:59 +0000 2020,COVIDー19,6,1.2486932250844E+018,,,en,,False,1,Great collaborative effort from international team of social psychologists led by @jayvanbavel to help in managing the #COVIDー19 pandemic- a must read. https://t.co/EZJ95OUaII,markvanvugt1,2351,,Mark Van Vugt,markvanvugt1,,great collaborative effort from international team of social psychologists led by @jayvanbavel to help in managing the #covidー19 pandemic- a must read. https://t.co/ezj95ouaii,"['psychologists', 'psychologist', 'pandemic', 'covid']",['psychologists']
1735,6821,Fri Apr 17 13:42:50 +0000 2020,COVID19 kindnessispolitical nudge davidhalpern,0,1.25114408822266E+018,,,en,,False,0,"@Jackiew80333500 @Keir_Starmer Keir: Why do you not call for STOPPING THE SPREAD OF INFECTION?  Is real science too much for you to take on? You prefer behavioural insights team?
https://t.co/v3Me7qeUWg
#COVID19
#kindnessispolitical
#nudge
#davidhalpern",coreluminous,236,UK,corneilius,coreluminous,,"@jackiew80333500 @keir_starmer keir: why do you not call for stopping the spread of infection?  is real science too much for you to take on? you prefer behavioural insights team?
https://t.co/v3me7qeuwg
#covid19
#kindnessispolitical
#nudge
#davidhalpern","['halpern', 'behavioural insights team', 'behavioural insight', 'behavioural insights', 'nudge', 'covid']","['halpern', 'behavioural insights team', 'nudge']"
1738,6828,Tue May 05 16:15:51 +0000 2020,COVID19 PsychGov,65,1.25770557907162E+018,,,en,"Dunstable, England",,12,"A Call to Arms-Maslow-importance of psychology

In complex times we need experts in the complexity of uncertainty=psychologists

Behaviour change is essential to  overcoming #COVID19 and psychology has a unique role to play. @SusanMichie share our science with the world #PsychGov",DrAngelChater,3778,England,Dr Angel Chater,DrAngelChater,,"a call to arms-maslow-importance of psychology

in complex times we need experts in the complexity of uncertainty=psychologists

behaviour change is essential to  overcoming #covid19 and psychology has a unique role to play. @susanmichie share our science with the world #psychgov","['michie', 'behaviour change', 'psychologists', 'psychology', 'psychologist', 'covid']","['michie', 'behaviour change', 'psychologists', 'psychology']"
1740,6835,Wed May 13 11:50:34 +0000 2020,BehaviouralInsightsTeam DavidCameron referendum BorisJohnson coronavirus COVID19 Rothschild BillGates,3,1.26053792049629E+018,,,en,,False,3,Yes maybe the #BehaviouralInsightsTeam were involved in the production of those leaflets #DavidCameron wasted £9M on and sent to every home in the country before the #referendum. #BorisJohnson #coronavirus #COVID19 #Rothschild #BillGates https://t.co/LkAwHinFRh,TornadoNewsLink,4807,"Londonderry, Northern Ireland",TornadoNewsLinker,TornadoNewsLink,,yes maybe the #behaviouralinsightsteam were involved in the production of those leaflets #davidcameron wasted £9m on and sent to every home in the country before the #referendum. #borisjohnson #coronavirus #covid19 #rothschild #billgates https://t.co/lkawhinfrh,"['behaviouralinsightsteam', 'behaviouralinsight', 'behaviouralinsights', 'corona', 'covid']",['behaviouralinsightsteam']
1746,6862,Sun May 03 23:10:34 +0000 2020,coronavirus,0,1.25708516944341E+018,,,en,,,0,@WillowWyse @SarahInbarnet @Pradeep29303451 @ClarkeMicah Behavioural Insights Team have stated they’re using lockdown to test drive policy for a future disaster. Likely this will be no deal brexit &amp; using a ‘#coronavirus reoccurrence’ Johnson will refuse food aid from EU &amp; Public will be put on food rations.,PRFilms1,1315,London UK,P R Films,PRFilms1,,@willowwyse @sarahinbarnet @pradeep29303451 @clarkemicah behavioural insights team have stated they’re using lockdown to test drive policy for a future disaster. likely this will be no deal brexit &amp; using a ‘#coronavirus reoccurrence’ johnson will refuse food aid from eu &amp; public will be put on food rations.,"['behavioural insights team', 'behavioural insight', 'behavioural insights', 'corona']",['behavioural insights team']
1762,6938,Tue May 05 15:49:15 +0000 2020,covid19 psychgov,16,1.25769888409413E+018,,,en,,False,3,Really helpful to hear how psychologists are informing policy and practice at a government level. It can tricky to provide psychological theory and evidence in a digestible and brief format. Lets hope these changes continue beyond #covid19 #psychgov https://t.co/IyJI9Fin5y,leannaong22,574,"London, England",Leanna Ong,leannaong22,,really helpful to hear how psychologists are informing policy and practice at a government level. it can tricky to provide psychological theory and evidence in a digestible and brief format. lets hope these changes continue beyond #covid19 #psychgov https://t.co/iyji9fin5y,"['psychologists', 'psychologist', 'covid']",['psychologists']
1776,6986,Sun Apr 05 11:10:11 +0000 2020,COVID19,8,1.24675701802476E+018,,,en,,False,3,"An informatively reflective piece on why 'nudge' etc fell so far short in face of #COVID19. My theory: nudge theory ('paternalist liberalism') is too interfering in normal times, and not interfering enough in an emergency. https://t.co/xp14l8LMCm",anthonypainter,9085,London,Anthony Painter,anthonypainter,,"an informatively reflective piece on why 'nudge' etc fell so far short in face of #covid19. my theory: nudge theory ('paternalist liberalism') is too interfering in normal times, and not interfering enough in an emergency. https://t.co/xp14l8lmcm","['nudge', 'nudge theory', 'covid']","['nudge', 'nudge theory']"
1780,7006,Tue Mar 10 11:05:28 +0000 2020,COVID19 behaviouralscience commitments globalhealth,1,1.23733374725257E+018,,,en,,False,1,"Behavioural scientists come together to create and advocate for a pledge for #COVID19 - get involved, sign the pledge! https://t.co/l9fjLhM2v6 #behaviouralscience #commitments #globalhealth",HRWShift,68,"London, Oxford, New York",HRW Shift,HRWShift,,"behavioural scientists come together to create and advocate for a pledge for #covid19 - get involved, sign the pledge! https://t.co/l9fjlhm2v6 #behaviouralscience #commitments #globalhealth","['behavioural scientists', 'behaviouralscience', 'behavioural scientist', 'covid']","['behavioural scientists', 'behaviouralscience']"
1786,7024,Sun Apr 26 11:08:48 +0000 2020,SAGE COVID19 Nudge,0,1.25436681599783E+018,,,en,,False,0,Nudge theory is mostly common sense dressed up science based on evidence that is largely speculation. Even much vaunted book by eminent academics fails to rise above that description #SAGE #COVID19 #Nudge https://t.co/hZleMXFiRO,katracey1,288,London,Keith Tracey,katracey1,,nudge theory is mostly common sense dressed up science based on evidence that is largely speculation. even much vaunted book by eminent academics fails to rise above that description #sage #covid19 #nudge https://t.co/hzlemxfiro,"['nudge', 'nudge theory', 'covid']","['nudge', 'nudge theory']"
1795,7054,Sat Mar 14 10:18:19 +0000 2020,coronavirus NudgeTheory,6,1.23877143382587E+018,,,en,,,0,"Growing criticism of @BorisJohnson and his government’s approach to #coronavirus especially use of #NudgeTheory. 
When it’s all over he’ll blame the experts.",ProfessorAvi,1119,Brizzle,Avi,ProfessorAvi,,"growing criticism of @borisjohnson and his government’s approach to #coronavirus especially use of #nudgetheory. 
when it’s all over he’ll blame the experts.","['nudge', 'nudgetheory', 'corona']",['nudgetheory']
1797,7059,Sun Apr 26 10:49:32 +0000 2020,illustration comment lockdown art design artistsofinstagram covid19 coronavirus virus pandemic nudgetheory government boris money influence salesman 10downingstreet dominiccummings editorial,1,1.25436196869109E+018,,,en,,False,1,#illustration for today’s @ObserverUK #comment Nudge theory cannot trump hard science on #lockdown #art  #design #artistsofinstagram #covid19 #coronavirus #virus #pandemic #nudgetheory #government #boris #money #influence #salesman #10downingstreet #dominiccummings #editorial https://t.co/dFJrCg9mMn,DomMckenzie1,1190,London,Dom Mckenzie,DomMckenzie1,,#illustration for today’s @observeruk #comment nudge theory cannot trump hard science on #lockdown #art  #design #artistsofinstagram #covid19 #coronavirus #virus #pandemic #nudgetheory #government #boris #money #influence #salesman #10downingstreet #dominiccummings #editorial https://t.co/dfjrcg9mmn,"['nudge', 'nudge theory', 'nudgetheory', 'pandemic', 'corona', 'covid']",['nudgetheory']
